id,p_s,path,subject_id,text
293,"(['Disease, Disorder or Finding', 'Renal Colic'], '<http://purl.obolibrary.org/obo/NCIT_C78593>')","['Disease, Disorder or Finding', 'Renal Colic']",<http://purl.obolibrary.org/obo/NCIT_C78593>,"Disease, Disorder or Finding Renal Colic"
294,"(['Disease, Disorder or Finding', 'Allergic Rhinitis'], '<http://purl.obolibrary.org/obo/NCIT_C79532>')","['Disease, Disorder or Finding', 'Allergic Rhinitis']",<http://purl.obolibrary.org/obo/NCIT_C79532>,"Disease, Disorder or Finding Allergic Rhinitis"
295,"(['Disease, Disorder or Finding', 'Extrapyramidal Disorder'], '<http://purl.obolibrary.org/obo/NCIT_C79593>')","['Disease, Disorder or Finding', 'Extrapyramidal Disorder']",<http://purl.obolibrary.org/obo/NCIT_C79593>,"Disease, Disorder or Finding Extrapyramidal Disorder"
296,"(['Disease, Disorder or Finding', 'Monoclonal B_Cell Lymphocytosis'], '<http://purl.obolibrary.org/obo/NCIT_C80310>')","['Disease, Disorder or Finding', 'Monoclonal B_Cell Lymphocytosis']",<http://purl.obolibrary.org/obo/NCIT_C80310>,"Disease, Disorder or Finding Monoclonal B_Cell Lymphocytosis"
297,"(['Disease, Disorder or Finding', 'Dyslipidemia'], '<http://purl.obolibrary.org/obo/NCIT_C80385>')","['Disease, Disorder or Finding', 'Dyslipidemia']",<http://purl.obolibrary.org/obo/NCIT_C80385>,"Disease, Disorder or Finding Dyslipidemia"
298,"(['Disease, Disorder or Finding', 'Iron-Deficiency Anemia'], '<http://purl.obolibrary.org/obo/NCIT_C84484>')","['Disease, Disorder or Finding', 'Iron-Deficiency Anemia']",<http://purl.obolibrary.org/obo/NCIT_C84484>,"Disease, Disorder or Finding Iron-Deficiency Anemia"
299,"(['Disease, Disorder or Finding', 'Brown-Sequard Syndrome'], '<http://purl.obolibrary.org/obo/NCIT_C84601>')","['Disease, Disorder or Finding', 'Brown-Sequard Syndrome']",<http://purl.obolibrary.org/obo/NCIT_C84601>,"Disease, Disorder or Finding Brown-Sequard Syndrome"
300,"(['Disease, Disorder or Finding', 'Hereditary Factor XI Deficiency'], '<http://purl.obolibrary.org/obo/NCIT_C84705>')","['Disease, Disorder or Finding', 'Hereditary Factor XI Deficiency']",<http://purl.obolibrary.org/obo/NCIT_C84705>,"Disease, Disorder or Finding Hereditary Factor XI Deficiency"
301,"(['Disease, Disorder or Finding', 'Frontotemporal Dementia'], '<http://purl.obolibrary.org/obo/NCIT_C84719>')","['Disease, Disorder or Finding', 'Frontotemporal Dementia']",<http://purl.obolibrary.org/obo/NCIT_C84719>,"Disease, Disorder or Finding Frontotemporal Dementia"
302,"(['Disease, Disorder or Finding', 'Ichthyosis'], '<http://purl.obolibrary.org/obo/NCIT_C84776>')","['Disease, Disorder or Finding', 'Ichthyosis']",<http://purl.obolibrary.org/obo/NCIT_C84776>,"Disease, Disorder or Finding Ichthyosis"
303,"(['Disease, Disorder or Finding', 'Ann Arbor Stage IV Mantle Cell Lymphoma'], '<http://purl.obolibrary.org/obo/NCIT_C8486>')","['Disease, Disorder or Finding', 'Ann Arbor Stage IV Mantle Cell Lymphoma']",<http://purl.obolibrary.org/obo/NCIT_C8486>,"Disease, Disorder or Finding Ann Arbor Stage IV Mantle Cell Lymphoma"
304,"(['Disease, Disorder or Finding', 'Optic Neuritis'], '<http://purl.obolibrary.org/obo/NCIT_C84950>')","['Disease, Disorder or Finding', 'Optic Neuritis']",<http://purl.obolibrary.org/obo/NCIT_C84950>,"Disease, Disorder or Finding Optic Neuritis"
305,"(['Disease, Disorder or Finding', 'Primary Progressive Aphasia'], '<http://purl.obolibrary.org/obo/NCIT_C85024>')","['Disease, Disorder or Finding', 'Primary Progressive Aphasia']",<http://purl.obolibrary.org/obo/NCIT_C85024>,"Disease, Disorder or Finding Primary Progressive Aphasia"
306,"(['Disease, Disorder or Finding', 'Primary Neoplasm'], '<http://purl.obolibrary.org/obo/NCIT_C8509>')","['Disease, Disorder or Finding', 'Primary Neoplasm']",<http://purl.obolibrary.org/obo/NCIT_C8509>,"Disease, Disorder or Finding Primary Neoplasm"
307,"(['Disease, Disorder or Finding', 'Spinal and Bulbar Muscular Atrophy, X-linked 1'], '<http://purl.obolibrary.org/obo/NCIT_C85233>')","['Disease, Disorder or Finding', 'Spinal and Bulbar Muscular Atrophy, X-linked 1']",<http://purl.obolibrary.org/obo/NCIT_C85233>,"Disease, Disorder or Finding Spinal and Bulbar Muscular Atrophy, X-linked 1"
308,"(['Disease, Disorder or Finding', 'Ann Arbor Stage IV T-Cell Non-Hodgkin Lymphoma'], '<http://purl.obolibrary.org/obo/NCIT_C8668>')","['Disease, Disorder or Finding', 'Ann Arbor Stage IV T-Cell Non-Hodgkin Lymphoma']",<http://purl.obolibrary.org/obo/NCIT_C8668>,"Disease, Disorder or Finding Ann Arbor Stage IV T-Cell Non-Hodgkin Lymphoma"
309,"(['Disease, Disorder or Finding', 'Cleft Palate'], '<http://purl.obolibrary.org/obo/NCIT_C87069>')","['Disease, Disorder or Finding', 'Cleft Palate']",<http://purl.obolibrary.org/obo/NCIT_C87069>,"Disease, Disorder or Finding Cleft Palate"
310,"(['Disease, Disorder or Finding', 'Fibromyalgia'], '<http://purl.obolibrary.org/obo/NCIT_C87497>')","['Disease, Disorder or Finding', 'Fibromyalgia']",<http://purl.obolibrary.org/obo/NCIT_C87497>,"Disease, Disorder or Finding Fibromyalgia"
311,"(['Disease, Disorder or Finding', 'Migraine'], '<http://purl.obolibrary.org/obo/NCIT_C89715>')","['Disease, Disorder or Finding', 'Migraine']",<http://purl.obolibrary.org/obo/NCIT_C89715>,"Disease, Disorder or Finding Migraine"
312,"(['Disease, Disorder or Finding', 'Bowel Obstruction'], '<http://purl.obolibrary.org/obo/NCIT_C9175>')","['Disease, Disorder or Finding', 'Bowel Obstruction']",<http://purl.obolibrary.org/obo/NCIT_C9175>,"Disease, Disorder or Finding Bowel Obstruction"
313,"(['Disease, Disorder or Finding', 'Mood Disorder'], '<http://purl.obolibrary.org/obo/NCIT_C92200>')","['Disease, Disorder or Finding', 'Mood Disorder']",<http://purl.obolibrary.org/obo/NCIT_C92200>,"Disease, Disorder or Finding Mood Disorder"
314,"(['Disease, Disorder or Finding', 'Malignant Colon Neoplasm'], '<http://purl.obolibrary.org/obo/NCIT_C9242>')","['Disease, Disorder or Finding', 'Malignant Colon Neoplasm']",<http://purl.obolibrary.org/obo/NCIT_C9242>,"Disease, Disorder or Finding Malignant Colon Neoplasm"
315,"(['Disease, Disorder or Finding', 'Gastroesophageal Reflux'], '<http://purl.obolibrary.org/obo/NCIT_C92560>')","['Disease, Disorder or Finding', 'Gastroesophageal Reflux']",<http://purl.obolibrary.org/obo/NCIT_C92560>,"Disease, Disorder or Finding Gastroesophageal Reflux"
316,"(['Disease, Disorder or Finding', 'Alcohol Dependance'], '<http://purl.obolibrary.org/obo/NCIT_C93040>')","['Disease, Disorder or Finding', 'Alcohol Dependance']",<http://purl.obolibrary.org/obo/NCIT_C93040>,"Disease, Disorder or Finding Alcohol Dependance"
317,"(['Disease, Disorder or Finding', 'Malignant Neoplasm'], '<http://purl.obolibrary.org/obo/NCIT_C9305>')","['Disease, Disorder or Finding', 'Malignant Neoplasm']",<http://purl.obolibrary.org/obo/NCIT_C9305>,"Disease, Disorder or Finding Malignant Neoplasm"
318,"(['Disease, Disorder or Finding', 'Scarlet Fever'], '<http://purl.obolibrary.org/obo/NCIT_C94575>')","['Disease, Disorder or Finding', 'Scarlet Fever']",<http://purl.obolibrary.org/obo/NCIT_C94575>,"Disease, Disorder or Finding Scarlet Fever"
319,"(['Disease, Disorder or Finding', 'Chicken Pox'], '<http://purl.obolibrary.org/obo/NCIT_C97132>')","['Disease, Disorder or Finding', 'Chicken Pox']",<http://purl.obolibrary.org/obo/NCIT_C97132>,"Disease, Disorder or Finding Chicken Pox"
320,"(['Disease, Disorder or Finding', 'Acute Tonsillitis'], '<http://purl.obolibrary.org/obo/NCIT_C97142>')","['Disease, Disorder or Finding', 'Acute Tonsillitis']",<http://purl.obolibrary.org/obo/NCIT_C97142>,"Disease, Disorder or Finding Acute Tonsillitis"
321,"(['Disease, Disorder or Finding', 'Chronic Lung Disorder'], '<http://purl.obolibrary.org/obo/NCIT_C98541>')","['Disease, Disorder or Finding', 'Chronic Lung Disorder']",<http://purl.obolibrary.org/obo/NCIT_C98541>,"Disease, Disorder or Finding Chronic Lung Disorder"
322,"(['Disease, Disorder or Finding', 'Klippel-Feil Syndrome'], '<http://purl.obolibrary.org/obo/NCIT_C98967>')","['Disease, Disorder or Finding', 'Klippel-Feil Syndrome']",<http://purl.obolibrary.org/obo/NCIT_C98967>,"Disease, Disorder or Finding Klippel-Feil Syndrome"
323,"(['Disease, Disorder or Finding', 'Radius Fracture'], '<http://purl.obolibrary.org/obo/NCIT_C99039>')","['Disease, Disorder or Finding', 'Radius Fracture']",<http://purl.obolibrary.org/obo/NCIT_C99039>,"Disease, Disorder or Finding Radius Fracture"
324,"(['Disease, Disorder or Finding', 'Tibia Fracture'], '<http://purl.obolibrary.org/obo/NCIT_C99083>')","['Disease, Disorder or Finding', 'Tibia Fracture']",<http://purl.obolibrary.org/obo/NCIT_C99083>,"Disease, Disorder or Finding Tibia Fracture"
325,"(['Disease, Disorder or Finding', 'Autoimmune Nervous System Disorder'], '<http://purl.obolibrary.org/obo/NCIT_C99383>')","['Disease, Disorder or Finding', 'Autoimmune Nervous System Disorder']",<http://purl.obolibrary.org/obo/NCIT_C99383>,"Disease, Disorder or Finding Autoimmune Nervous System Disorder"
326,"(['Disease, Disorder or Finding', 'Behavioral Impairment'], '<https://w3id.org/brainteaser/ontology/schema/BehavioralImpairment>')","['Disease, Disorder or Finding', 'Behavioral Impairment']",<https://w3id.org/brainteaser/ontology/schema/BehavioralImpairment>,"Disease, Disorder or Finding Behavioral Impairment"
327,"(['End Therapy Reason', 'adverseReaction'], '<https://w3id.org/brainteaser/ontology/schema/adverseReaction>')","['End Therapy Reason', 'adverseReaction']",<https://w3id.org/brainteaser/ontology/schema/adverseReaction>,End Therapy Reason adverseReaction
328,"(['End Therapy Reason', 'confirmedPregnancy'], '<https://w3id.org/brainteaser/ontology/schema/confirmedPregnancy>')","['End Therapy Reason', 'confirmedPregnancy']",<https://w3id.org/brainteaser/ontology/schema/confirmedPregnancy>,End Therapy Reason confirmedPregnancy
329,"(['End Therapy Reason', 'endTherapyReason'], '<https://w3id.org/brainteaser/ontology/schema/endTherapyReason>')","['End Therapy Reason', 'endTherapyReason']",<https://w3id.org/brainteaser/ontology/schema/endTherapyReason>,End Therapy Reason endTherapyReason
330,"(['Event', 'consists'], '<https://w3id.org/brainteaser/ontology/schema/consists>')","['Event', 'consists']",<https://w3id.org/brainteaser/ontology/schema/consists>,Event consists
331,"(['Event', 'hasRegisteredActivity'], '<https://w3id.org/brainteaser/ontology/schema/hasRegisteredActivity>')","['Event', 'hasRegisteredActivity']",<https://w3id.org/brainteaser/ontology/schema/hasRegisteredActivity>,Event hasRegisteredActivity
332,"(['Event', 'hasRegisteredCondition'], '<https://w3id.org/brainteaser/ontology/schema/hasRegisteredCondition>')","['Event', 'hasRegisteredCondition']",<https://w3id.org/brainteaser/ontology/schema/hasRegisteredCondition>,Event hasRegisteredCondition
333,"(['Event', 'pregnancy'], '<https://w3id.org/brainteaser/ontology/schema/pregnancy>')","['Event', 'pregnancy']",<https://w3id.org/brainteaser/ontology/schema/pregnancy>,Event pregnancy
334,"(['Event', 'relapse'], '<https://w3id.org/brainteaser/ontology/schema/relapse>')","['Event', 'relapse']",<https://w3id.org/brainteaser/ontology/schema/relapse>,Event relapse
335,"(['Event', 'trauma'], '<https://w3id.org/brainteaser/ontology/schema/trauma>')","['Event', 'trauma']",<https://w3id.org/brainteaser/ontology/schema/trauma>,Event trauma
336,"(['Event', 'eventEnd'], '<https://w3id.org/brainteaser/ontology/schema/eventEnd>')","['Event', 'eventEnd']",<https://w3id.org/brainteaser/ontology/schema/eventEnd>,Event eventEnd
337,"(['Event', 'eventStart'], '<https://w3id.org/brainteaser/ontology/schema/eventStart>')","['Event', 'eventStart']",<https://w3id.org/brainteaser/ontology/schema/eventStart>,Event eventStart
338,"(['Event', 'Before Onset', 'onsetElapsedTime'], '<https://w3id.org/brainteaser/ontology/schema/onsetElapsedTime>')","['Event', 'Before Onset', 'onsetElapsedTime']",<https://w3id.org/brainteaser/ontology/schema/onsetElapsedTime>,Event Before Onset onsetElapsedTime
339,"(['Event', 'Diagnosis', 'diagnosticCriteria'], '<https://w3id.org/brainteaser/ontology/schema/diagnosticCriteria>')","['Event', 'Diagnosis', 'diagnosticCriteria']",<https://w3id.org/brainteaser/ontology/schema/diagnosticCriteria>,Event Diagnosis diagnosticCriteria
340,"(['Event', 'Onset', 'ageOnset'], '<https://w3id.org/brainteaser/ontology/schema/ageOnset>')","['Event', 'Onset', 'ageOnset']",<https://w3id.org/brainteaser/ontology/schema/ageOnset>,Event Onset ageOnset
341,"(['Event', 'Onset', 'axialOnset'], '<https://w3id.org/brainteaser/ontology/schema/axialOnset>')","['Event', 'Onset', 'axialOnset']",<https://w3id.org/brainteaser/ontology/schema/axialOnset>,Event Onset axialOnset
342,"(['Event', 'Onset', 'bulbarOnset'], '<https://w3id.org/brainteaser/ontology/schema/bulbarOnset>')","['Event', 'Onset', 'bulbarOnset']",<https://w3id.org/brainteaser/ontology/schema/bulbarOnset>,Event Onset bulbarOnset
343,"(['Event', 'Onset', 'generalizedOnset'], '<https://w3id.org/brainteaser/ontology/schema/generalizedOnset>')","['Event', 'Onset', 'generalizedOnset']",<https://w3id.org/brainteaser/ontology/schema/generalizedOnset>,Event Onset generalizedOnset
344,"(['Event', 'Onset', 'limbsOnset'], '<https://w3id.org/brainteaser/ontology/schema/limbsOnset>')","['Event', 'Onset', 'limbsOnset']",<https://w3id.org/brainteaser/ontology/schema/limbsOnset>,Event Onset limbsOnset
345,"(['Event', 'Onset', 'otherOnset'], '<https://w3id.org/brainteaser/ontology/schema/otherOnset>')","['Event', 'Onset', 'otherOnset']",<https://w3id.org/brainteaser/ontology/schema/otherOnset>,Event Onset otherOnset
346,"(['Gene', 'C9orf72 Gene'], '<http://purl.obolibrary.org/obo/NCIT_C101398>')","['Gene', 'C9orf72 Gene']",<http://purl.obolibrary.org/obo/NCIT_C101398>,Gene C9orf72 Gene
347,"(['Gene', 'SQSTM1 Gene'], '<http://purl.obolibrary.org/obo/NCIT_C101491>')","['Gene', 'SQSTM1 Gene']",<http://purl.obolibrary.org/obo/NCIT_C101491>,Gene SQSTM1 Gene
348,"(['Gene', 'OPTN Gene'], '<http://purl.obolibrary.org/obo/NCIT_C119640>')","['Gene', 'OPTN Gene']",<http://purl.obolibrary.org/obo/NCIT_C119640>,Gene OPTN Gene
349,"(['Gene', 'DCTN1 Gene'], '<http://purl.obolibrary.org/obo/NCIT_C122875>')","['Gene', 'DCTN1 Gene']",<http://purl.obolibrary.org/obo/NCIT_C122875>,Gene DCTN1 Gene
350,"(['Gene', 'TBK1 Gene'], '<http://purl.obolibrary.org/obo/NCIT_C24845>')","['Gene', 'TBK1 Gene']",<http://purl.obolibrary.org/obo/NCIT_C24845>,Gene TBK1 Gene
351,"(['Gene', 'AR Gene'], '<http://purl.obolibrary.org/obo/NCIT_C28539>')","['Gene', 'AR Gene']",<http://purl.obolibrary.org/obo/NCIT_C28539>,Gene AR Gene
352,"(['Gene', 'SOD1 Gene'], '<http://purl.obolibrary.org/obo/NCIT_C54578>')","['Gene', 'SOD1 Gene']",<http://purl.obolibrary.org/obo/NCIT_C54578>,Gene SOD1 Gene
353,"(['Gene', 'TARDBP Gene'], '<http://purl.obolibrary.org/obo/NCIT_C80020>')","['Gene', 'TARDBP Gene']",<http://purl.obolibrary.org/obo/NCIT_C80020>,Gene TARDBP Gene
354,"(['Gene', 'FUS Gene'], '<http://purl.obolibrary.org/obo/NCIT_C91852>')","['Gene', 'FUS Gene']",<http://purl.obolibrary.org/obo/NCIT_C91852>,Gene FUS Gene
355,"(['Genetic Testing', 'onGene'], '<https://w3id.org/brainteaser/ontology/schema/onGene>')","['Genetic Testing', 'onGene']",<https://w3id.org/brainteaser/ontology/schema/onGene>,Genetic Testing onGene
356,"(['Genetic Testing', 'hasMutation'], '<https://w3id.org/brainteaser/ontology/schema/hasMutation>')","['Genetic Testing', 'hasMutation']",<https://w3id.org/brainteaser/ontology/schema/hasMutation>,Genetic Testing hasMutation
357,"(['Genetic Testing', 'mutationType'], '<https://w3id.org/brainteaser/ontology/schema/mutationType>')","['Genetic Testing', 'mutationType']",<https://w3id.org/brainteaser/ontology/schema/mutationType>,Genetic Testing mutationType
358,"(['Group (social concept)', 'Caucasian'], '<http://purl.bioontology.org/ontology/SNOMEDCT/14045001>')","['Group (social concept)', 'Caucasian']",<http://purl.bioontology.org/ontology/SNOMEDCT/14045001>,Group (social concept) Caucasian
359,"(['Group (social concept)', 'Black (ethnic group)'], '<http://purl.bioontology.org/ontology/SNOMEDCT/315240009>')","['Group (social concept)', 'Black (ethnic group)']",<http://purl.bioontology.org/ontology/SNOMEDCT/315240009>,Group (social concept) Black (ethnic group)
360,"(['Group (social concept)', 'Asian (ethnic group)'], '<http://purl.bioontology.org/ontology/SNOMEDCT/315280000>')","['Group (social concept)', 'Asian (ethnic group)']",<http://purl.bioontology.org/ontology/SNOMEDCT/315280000>,Group (social concept) Asian (ethnic group)
361,"(['Group (social concept)', 'Hispanic'], '<http://purl.bioontology.org/ontology/SNOMEDCT/414408004>')","['Group (social concept)', 'Hispanic']",<http://purl.bioontology.org/ontology/SNOMEDCT/414408004>,Group (social concept) Hispanic
362,"(['Intervention or Procedure', 'procedureEnd'], '<https://w3id.org/brainteaser/ontology/schema/procedureEnd>')","['Intervention or Procedure', 'procedureEnd']",<https://w3id.org/brainteaser/ontology/schema/procedureEnd>,Intervention or Procedure procedureEnd
363,"(['Intervention or Procedure', 'procedureStart'], '<https://w3id.org/brainteaser/ontology/schema/procedureStart>')","['Intervention or Procedure', 'procedureStart']",<https://w3id.org/brainteaser/ontology/schema/procedureStart>,Intervention or Procedure procedureStart
364,"(['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'testedForOligoclonalBands'], '<https://w3id.org/brainteaser/ontology/schema/testedForOligoclonalBands>')","['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'testedForOligoclonalBands']",<https://w3id.org/brainteaser/ontology/schema/testedForOligoclonalBands>,Intervention or Procedure Diagnostic Procedure CSF Analysis testedForOligoclonalBands
365,"(['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'IgGIndexCSF'], '<https://w3id.org/brainteaser/ontology/schema/IgGIndexCSF>')","['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'IgGIndexCSF']",<https://w3id.org/brainteaser/ontology/schema/IgGIndexCSF>,Intervention or Procedure Diagnostic Procedure CSF Analysis IgGIndexCSF
366,"(['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'albuminCSF'], '<https://w3id.org/brainteaser/ontology/schema/albuminCSF>')","['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'albuminCSF']",<https://w3id.org/brainteaser/ontology/schema/albuminCSF>,Intervention or Procedure Diagnostic Procedure CSF Analysis albuminCSF
367,"(['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'alterationCSF'], '<https://w3id.org/brainteaser/ontology/schema/alterationCSF>')","['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'alterationCSF']",<https://w3id.org/brainteaser/ontology/schema/alterationCSF>,Intervention or Procedure Diagnostic Procedure CSF Analysis alterationCSF
368,"(['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'glucoseCSF'], '<https://w3id.org/brainteaser/ontology/schema/glucoseCSF>')","['Intervention or Procedure', 'Diagnostic Procedure', 'CSF Analysis', 'glucoseCSF']",<https://w3id.org/brainteaser/ontology/schema/glucoseCSF>,Intervention or Procedure Diagnostic Procedure CSF Analysis glucoseCSF
